doc_id,title,department,original_path,processed_text_path,processed_meta_path,processed_at,original_size_bytes,original_modified
18545abc-5612-4b78-a430-acb005727ac8,Standard Non-Disclosure Agreement (NDA) Template - Summary,Legal and Compliance,Database/Legal and Compliance/Standard Non-Disclosure Agreement (NDA) Template - Summary.pdf,processed_docs/Legal and Compliance/Standard Non-Disclosure Agreement (NDA) Template - Summary.txt,processed_docs/Legal and Compliance/Standard Non-Disclosure Agreement (NDA) Template - Summary.json,2025-10-22T15:51:17.835728Z,50076,2025-10-04T16:21:54.677775
e0691f0f-c2ec-4fda-906c-490212f41991,Vendor Due Diligence and Third-Party Risk Assessment Form,Legal and Compliance,Database/Legal and Compliance/Vendor Due Diligence and Third-Party Risk Assessment Form.pdf,processed_docs/Legal and Compliance/Vendor Due Diligence and Third-Party Risk Assessment Form.txt,processed_docs/Legal and Compliance/Vendor Due Diligence and Third-Party Risk Assessment Form.json,2025-10-22T15:51:17.843728Z,59413,2025-10-04T16:18:10.021535
9d375a49-fd1b-4f95-bcc0-4a53f9f647c3,Whistleblower Protection and Reporting Policy,Legal and Compliance,Database/Legal and Compliance/Whistleblower Protection and Reporting Policy.pdf,processed_docs/Legal and Compliance/Whistleblower Protection and Reporting Policy.txt,processed_docs/Legal and Compliance/Whistleblower Protection and Reporting Policy.json,2025-10-22T15:51:17.850762Z,53972,2025-10-04T16:23:52.052565
39a3139d-af4e-45b7-a1a8-1373b74b89d9,Agency and Vendor Management Guideline,Marketing,Database/Marketing/Agency and Vendor Management Guideline.pdf,processed_docs/Marketing/Agency and Vendor Management Guideline.txt,processed_docs/Marketing/Agency and Vendor Management Guideline.json,2025-10-22T15:51:17.859308Z,50618,2025-10-04T16:51:39.597234
cd7d8d83-c21d-4327-a2dc-fa867c5b4cfd,Brand Style Guide and Voice Standard,Marketing,Database/Marketing/Brand Style Guide and Voice Standard.pdf,processed_docs/Marketing/Brand Style Guide and Voice Standard.txt,processed_docs/Marketing/Brand Style Guide and Voice Standard.json,2025-10-22T15:51:17.866310Z,54053,2025-10-04T16:47:17.266454
687e682d-719d-4d40-a5d8-e5f736528e1b,Content Strategy and Production Guide,Marketing,Database/Marketing/Content Strategy and Production Guide.pdf,processed_docs/Marketing/Content Strategy and Production Guide.txt,processed_docs/Marketing/Content Strategy and Production Guide.json,2025-10-22T15:51:17.874311Z,60330,2025-10-04T16:48:43.051375
9c7ec20d-51da-467d-9379-9b10d6045800,Customer Success Story and Testimonial Process,Marketing,Database/Marketing/Customer Success Story and Testimonial Process.pdf,processed_docs/Marketing/Customer Success Story and Testimonial Process.txt,processed_docs/Marketing/Customer Success Story and Testimonial Process.json,2025-10-22T15:51:17.881311Z,58200,2025-10-04T16:50:55.103124
e94f12f2-1cc4-467d-b18d-1acad021e1c1,Digital Marketing and SEO Policy,Marketing,Database/Marketing/Digital Marketing and SEO Policy.pdf,processed_docs/Marketing/Digital Marketing and SEO Policy.txt,processed_docs/Marketing/Digital Marketing and SEO Policy.json,2025-10-22T15:51:17.888310Z,51440,2025-10-04T16:49:53.193141
8d9f74d8-272b-4323-a386-87bffa453ac3,Go-to-Market (GTM) Launch Framework,Marketing,Database/Marketing/Go-to-Market (GTM) Launch Framework.pdf,processed_docs/Marketing/Go-to-Market (GTM) Launch Framework.txt,processed_docs/Marketing/Go-to-Market (GTM) Launch Framework.json,2025-10-22T15:51:17.896275Z,59133,2025-10-04T16:48:11.289470
5d50b846-561a-42f2-a0f2-6d71e63abdd0,Lead Qualification and Sales Alignment (MQL-SQL SLA),Marketing,Database/Marketing/Lead Qualification and Sales Alignment (MQL-SQL SLA).pdf,processed_docs/Marketing/Lead Qualification and Sales Alignment (MQL-SQL SLA).txt,processed_docs/Marketing/Lead Qualification and Sales Alignment (MQL-SQL SLA).json,2025-10-22T15:51:17.906275Z,49029,2025-10-04T16:49:27.835222
de2c08d8-edd0-4941-b5ca-cea6db78882f,Marketing Data Privacy and Consent Management,Marketing,Database/Marketing/Marketing Data Privacy and Consent Management.pdf,processed_docs/Marketing/Marketing Data Privacy and Consent Management.txt,processed_docs/Marketing/Marketing Data Privacy and Consent Management.json,2025-10-22T15:51:17.912274Z,50128,2025-10-04T16:51:15.351252
aa37be70-f7d2-47d2-a940-e0a4a5c0d6f1,Marketing Performance Reporting and KPIs,Marketing,Database/Marketing/Marketing Performance Reporting and KPIs.pdf,processed_docs/Marketing/Marketing Performance Reporting and KPIs.txt,processed_docs/Marketing/Marketing Performance Reporting and KPIs.json,2025-10-22T15:51:17.919275Z,60204,2025-10-04T16:52:43.846544
fbe703b3-fcd1-434c-aa6a-34bc8f82e6b3,Public Relations and Media Relations Protocol,Marketing,Database/Marketing/Public Relations and Media Relations Protocol.pdf,processed_docs/Marketing/Public Relations and Media Relations Protocol.txt,processed_docs/Marketing/Public Relations and Media Relations Protocol.json,2025-10-22T15:51:17.927288Z,52140,2025-10-04T16:50:16.705181
5e22fb4f-51b0-4ae3-9b12-5f5643d8d342,Social Media Usage and Crisis Communication Policy,Marketing,Database/Marketing/Social Media Usage and Crisis Communication Policy.pdf,processed_docs/Marketing/Social Media Usage and Crisis Communication Policy.txt,processed_docs/Marketing/Social Media Usage and Crisis Communication Policy.json,2025-10-22T15:51:17.934275Z,47265,2025-10-04T16:52:22.179081
ea474bf9-ae6d-4e33-92a8-eb30141edbe3,Thought Leadership and Executive Speaking Policy,Marketing,Database/Marketing/Thought Leadership and Executive Speaking Policy.pdf,processed_docs/Marketing/Thought Leadership and Executive Speaking Policy.txt,processed_docs/Marketing/Thought Leadership and Executive Speaking Policy.json,2025-10-22T15:51:17.942275Z,49201,2025-10-04T16:50:34.147893
fb4d8105-7bef-4547-9d70-61f1cd65eebb,Website and Digital Property Governance,Marketing,Database/Marketing/Website and Digital Property Governance.pdf,processed_docs/Marketing/Website and Digital Property Governance.txt,processed_docs/Marketing/Website and Digital Property Governance.json,2025-10-22T15:51:17.950279Z,51598,2025-10-04T16:51:59.893584
a02aefa7-b662-4bb2-be42-abccefd1190b,Business Continuity Plan (BCP) - IT Systems (Tier 1),Operations,Database/Operations/Business Continuity Plan (BCP) - IT Systems (Tier 1).pdf,processed_docs/Operations/Business Continuity Plan (BCP) - IT Systems (Tier 1).txt,processed_docs/Operations/Business Continuity Plan (BCP) - IT Systems (Tier 1).json,2025-10-22T15:51:17.961279Z,66523,2025-10-04T17:46:00.807832
5a5ae488-9121-4ad1-aa86-df4e38203e8c,Capacity Planning and Scaling Strategy (Infrastructure),Operations,Database/Operations/Capacity Planning and Scaling Strategy (Infrastructure).pdf,processed_docs/Operations/Capacity Planning and Scaling Strategy (Infrastructure).txt,processed_docs/Operations/Capacity Planning and Scaling Strategy (Infrastructure).json,2025-10-22T15:51:17.970279Z,73150,2025-10-04T17:38:19.059862
978823bb-05ca-4a8d-a79a-818118f3bfab,Data Center (Server Room) Access Request and Log,Operations,Database/Operations/Data Center (Server Room) Access Request and Log.pdf,processed_docs/Operations/Data Center (Server Room) Access Request and Log.txt,processed_docs/Operations/Data Center (Server Room) Access Request and Log.json,2025-10-22T15:51:17.978278Z,62435,2025-10-04T17:37:43.288285
329698a7-d3c2-4182-ad91-7826af24c486,Equipment Maintenance Schedule - Office Network & Peripherals,Operations,Database/Operations/Equipment Maintenance Schedule - Office Network & Peripherals.pdf,processed_docs/Operations/Equipment Maintenance Schedule - Office Network & Peripherals.txt,processed_docs/Operations/Equipment Maintenance Schedule - Office Network & Peripherals.json,2025-10-22T15:51:17.985279Z,60164,2025-10-04T17:46:45.885178
2cec9286-dbed-4aa5-bafe-e6bfa5cafc6f,Facility Management Guidelines Dubai Headquarters,Operations,Database/Operations/Facility Management Guidelines Dubai Headquarters.pdf,processed_docs/Operations/Facility Management Guidelines Dubai Headquarters.txt,processed_docs/Operations/Facility Management Guidelines Dubai Headquarters.json,2025-10-22T15:51:17.995279Z,60118,2025-10-04T17:34:27.558171
bd2b8a82-1698-4451-8224-feaca4f64a45,Financial Forecasting Report - Operations CAPEX & OPEX (Q4 2025),Operations,Database/Operations/Financial Forecasting Report - Operations CAPEX & OPEX (Q4 2025).pdf,processed_docs/Operations/Financial Forecasting Report - Operations CAPEX & OPEX (Q4 2025).txt,processed_docs/Operations/Financial Forecasting Report - Operations CAPEX & OPEX (Q4 2025).json,2025-10-22T15:51:18.004279Z,72697,2025-10-04T17:47:07.899696
2d70fba2-2cfe-4276-92f0-39ecf75129c8,"Infrastructure Cost Optimization Report - [Month, Year]",Operations,"Database/Operations/Infrastructure Cost Optimization Report - [Month, Year].pdf","processed_docs/Operations/Infrastructure Cost Optimization Report - [Month, Year].txt","processed_docs/Operations/Infrastructure Cost Optimization Report - [Month, Year].json",2025-10-22T15:51:18.014279Z,83620,2025-10-04T17:38:39.647923
a0ba865a-9afa-475a-8dc9-9755946b5750,IT and Facility Equipment Maintenance Schedule (Q4 2025),Operations,Database/Operations/IT and Facility Equipment Maintenance Schedule (Q4 2025).pdf,processed_docs/Operations/IT and Facility Equipment Maintenance Schedule (Q4 2025).txt,processed_docs/Operations/IT and Facility Equipment Maintenance Schedule (Q4 2025).json,2025-10-22T15:51:18.022278Z,62503,2025-10-04T17:36:02.989506
27ddb354-5f09-447c-adad-74f8faaadd6b,Logistics Tracking Report (IT Equipment Transfer),Operations,Database/Operations/Logistics Tracking Report (IT Equipment Transfer).pdf,processed_docs/Operations/Logistics Tracking Report (IT Equipment Transfer).txt,processed_docs/Operations/Logistics Tracking Report (IT Equipment Transfer).json,2025-10-22T15:51:18.029278Z,58955,2025-10-04T17:42:15.390144
8727f430-8358-40bf-a6a7-55872667c188,"Monthly Operations and Performance Report (MOPR) - [Month, Year]",Operations,"Database/Operations/Monthly Operations and Performance Report (MOPR) - [Month, Year].pdf","processed_docs/Operations/Monthly Operations and Performance Report (MOPR) - [Month, Year].txt","processed_docs/Operations/Monthly Operations and Performance Report (MOPR) - [Month, Year].json",2025-10-22T15:51:18.039276Z,80773,2025-10-04T17:35:00.183405
bddc4a46-9e7f-4bf7-9d0b-8f79b3649973,NexaCore Solutions Change Management Policy (CMP),Operations,Database/Operations/NexaCore Solutions Change Management Policy (CMP).pdf,processed_docs/Operations/NexaCore Solutions Change Management Policy (CMP).txt,processed_docs/Operations/NexaCore Solutions Change Management Policy (CMP).json,2025-10-22T15:51:18.047275Z,66884,2025-10-04T17:37:14.438949
c61c0b92-19db-4243-a8c2-e952379625c7,NexaCore Solutions Cloud Resource Allocation Plan (FY2026),Operations,Database/Operations/NexaCore Solutions Cloud Resource Allocation Plan (FY2026).pdf,processed_docs/Operations/NexaCore Solutions Cloud Resource Allocation Plan (FY2026).txt,processed_docs/Operations/NexaCore Solutions Cloud Resource Allocation Plan (FY2026).json,2025-10-22T15:51:18.058278Z,93645,2025-10-04T17:33:14.983080
786b200d-d48c-4a46-ac4c-ee1931f988af,NexaCore Solutions Procurement Process Guide (V 2.1),Operations,Database/Operations/NexaCore Solutions Procurement Process Guide (V 2.1).pdf,processed_docs/Operations/NexaCore Solutions Procurement Process Guide (V 2.1).txt,processed_docs/Operations/NexaCore Solutions Procurement Process Guide (V 2.1).json,2025-10-22T15:51:18.068279Z,68868,2025-10-04T17:32:17.181024
2128a4dc-35e5-4da0-8691-ff97bbdfd262,Operational Risk Management SOP (OPS-RISK-001),Operations,Database/Operations/Operational Risk Management SOP (OPS-RISK-001).pdf,processed_docs/Operations/Operational Risk Management SOP (OPS-RISK-001).txt,processed_docs/Operations/Operational Risk Management SOP (OPS-RISK-001).json,2025-10-22T15:51:18.079276Z,81518,2025-10-04T17:34:01.773163
0054ca93-6fb5-426c-9d6a-3bf5268c88dc,Operations Team Resource Allocation Plan (Q4 2025),Operations,Database/Operations/Operations Team Resource Allocation Plan (Q4 2025).pdf,processed_docs/Operations/Operations Team Resource Allocation Plan (Q4 2025).txt,processed_docs/Operations/Operations Team Resource Allocation Plan (Q4 2025).json,2025-10-22T15:51:18.088279Z,62736,2025-10-04T17:41:44.440077
73954a9f-2e00-44d7-96e0-f3d33fde43ca,Procurement Process Guide - Appendix B Technical Vendor Sourcing Checklist,Operations,Database/Operations/Procurement Process Guide - Appendix B Technical Vendor Sourcing Checklist.pdf,processed_docs/Operations/Procurement Process Guide - Appendix B Technical Vendor Sourcing Checklist.txt,processed_docs/Operations/Procurement Process Guide - Appendix B Technical Vendor Sourcing Checklist.json,2025-10-22T15:51:18.097278Z,66573,2025-10-04T17:45:23.253403
6b9a5430-44d4-46db-9189-5aba62a063b9,Quarterly Cloud Service Audit Report (Q3 2025),Operations,Database/Operations/Quarterly Cloud Service Audit Report (Q3 2025).pdf,processed_docs/Operations/Quarterly Cloud Service Audit Report (Q3 2025).txt,processed_docs/Operations/Quarterly Cloud Service Audit Report (Q3 2025).json,2025-10-22T15:51:18.107279Z,71994,2025-10-04T17:43:27.014620
dfb937af-f0b5-4158-89cc-fc49d156242f,Remote Office IT Setup and Support Guide,Operations,Database/Operations/Remote Office IT Setup and Support Guide.pdf,processed_docs/Operations/Remote Office IT Setup and Support Guide.txt,processed_docs/Operations/Remote Office IT Setup and Support Guide.json,2025-10-22T15:51:18.116279Z,65086,2025-10-04T17:44:42.577675
9738ed53-91b1-463d-9acf-dec8876056c9,Service Degradation Notification Template (External Client),Operations,Database/Operations/Service Degradation Notification Template (External Client).pdf,processed_docs/Operations/Service Degradation Notification Template (External Client).txt,processed_docs/Operations/Service Degradation Notification Template (External Client).json,2025-10-22T15:51:18.123278Z,49814,2025-10-04T17:42:38.291243
5a7687ec-ec69-40b9-9c39-8a997a96181d,Service Degradation Notification Template (Internal Staff),Operations,Database/Operations/Service Degradation Notification Template (Internal Staff).pdf,processed_docs/Operations/Service Degradation Notification Template (Internal Staff).txt,processed_docs/Operations/Service Degradation Notification Template (Internal Staff).json,2025-10-22T15:51:18.132275Z,55810,2025-10-04T17:46:20.695152
a93d9aa9-b8f9-4478-922d-73a6e43bfac5,Service Level Agreement (SLA) Template - NexaCore Solutions,Operations,Database/Operations/Service Level Agreement (SLA) Template - NexaCore Solutions.pdf,processed_docs/Operations/Service Level Agreement (SLA) Template - NexaCore Solutions.txt,processed_docs/Operations/Service Level Agreement (SLA) Template - NexaCore Solutions.json,2025-10-22T15:51:18.141276Z,72182,2025-10-04T17:35:33.489024
c0afe64f-bb33-4b2a-8b0b-db5c1d7b4037,Standard Operating Procedure (SOP) Production System Patching,Operations,Database/Operations/Standard Operating Procedure (SOP) Production System Patching.pdf,processed_docs/Operations/Standard Operating Procedure (SOP) Production System Patching.txt,processed_docs/Operations/Standard Operating Procedure (SOP) Production System Patching.json,2025-10-22T15:51:18.150276Z,65675,2025-10-04T17:39:08.165947
88fd8149-07ac-44d1-9b5a-ad8f51554af7,Supply Chain Policy for IT and Software Assets (OPS-SUPPLY-001),Operations,Database/Operations/Supply Chain Policy for IT and Software Assets (OPS-SUPPLY-001).pdf,processed_docs/Operations/Supply Chain Policy for IT and Software Assets (OPS-SUPPLY-001).txt,processed_docs/Operations/Supply Chain Policy for IT and Software Assets (OPS-SUPPLY-001).json,2025-10-22T15:51:18.157279Z,52375,2025-10-04T17:41:20.373785
5bf443b4-32ad-4de5-b92d-2562e7935611,Vendor Evaluation and Due Diligence Form (VEND-EVAL-003),Operations,Database/Operations/Vendor Evaluation and Due Diligence Form (VEND-EVAL-003).pdf,processed_docs/Operations/Vendor Evaluation and Due Diligence Form (VEND-EVAL-003).txt,processed_docs/Operations/Vendor Evaluation and Due Diligence Form (VEND-EVAL-003).json,2025-10-22T15:51:18.166279Z,70251,2025-10-04T17:32:43.159560
ab6a5615-4e7d-4890-ad74-eaf64be04790,A-B Testing Strategy Document (Product-Led Growth),Product - R&D,Database/Product - R&D/A-B Testing Strategy Document (Product-Led Growth).pdf,processed_docs/Product - R&D/A-B Testing Strategy Document (Product-Led Growth).txt,processed_docs/Product - R&D/A-B Testing Strategy Document (Product-Led Growth).json,2025-10-22T15:51:18.176422Z,70755,2025-10-04T18:10:14.958435
69e553d4-9189-4c2f-851b-3d5be803ba78,A-B Testing Strategy Document - Appendix Test Deployment Guide,Product - R&D,Database/Product - R&D/A-B Testing Strategy Document - Appendix Test Deployment Guide.pdf,processed_docs/Product - R&D/A-B Testing Strategy Document - Appendix Test Deployment Guide.txt,processed_docs/Product - R&D/A-B Testing Strategy Document - Appendix Test Deployment Guide.json,2025-10-22T15:51:18.184413Z,55765,2025-10-04T18:13:35.991302
dc9ca392-78a3-41ec-8325-57a7eb5149f7,AI Model Validation Report Template (ML-VAL-001),Product - R&D,Database/Product - R&D/AI Model Validation Report Template (ML-VAL-001).pdf,processed_docs/Product - R&D/AI Model Validation Report Template (ML-VAL-001).txt,processed_docs/Product - R&D/AI Model Validation Report Template (ML-VAL-001).json,2025-10-22T15:51:18.193399Z,68584,2025-10-04T18:14:40.269362
6493db4d-755d-48de-b3ef-807b802e0fd2,Beta Testing Guidelines - Enterprise Feature Pilot (PAWT),Product - R&D,Database/Product - R&D/Beta Testing Guidelines - Enterprise Feature Pilot (PAWT).pdf,processed_docs/Product - R&D/Beta Testing Guidelines - Enterprise Feature Pilot (PAWT).txt,processed_docs/Product - R&D/Beta Testing Guidelines - Enterprise Feature Pilot (PAWT).json,2025-10-22T15:51:18.203386Z,66202,2025-10-04T18:05:37.969069
78f12a71-1229-4585-90cb-e3c6b58b92c5,Beta Testing Signup & Eligibility Form (Internal-External),Product - R&D,Database/Product - R&D/Beta Testing Signup & Eligibility Form (Internal-External).pdf,processed_docs/Product - R&D/Beta Testing Signup & Eligibility Form (Internal-External).txt,processed_docs/Product - R&D/Beta Testing Signup & Eligibility Form (Internal-External).json,2025-10-22T15:51:18.210386Z,55917,2025-10-04T18:11:25.713842
8bb4fb2e-cafb-485a-9c35-9eb73d7c08ba,Competitive Product Analysis Report - [Product-Feature],Product - R&D,Database/Product - R&D/Competitive Product Analysis Report - [Product-Feature].pdf,processed_docs/Product - R&D/Competitive Product Analysis Report - [Product-Feature].txt,processed_docs/Product - R&D/Competitive Product Analysis Report - [Product-Feature].json,2025-10-22T15:51:18.218384Z,68980,2025-10-04T18:06:30.493490
ee10da26-182b-4b69-99fa-009e43b8e2f3,Design System Audit Report - Usability and Branding,Product - R&D,Database/Product - R&D/Design System Audit Report - Usability and Branding.pdf,processed_docs/Product - R&D/Design System Audit Report - Usability and Branding.txt,processed_docs/Product - R&D/Design System Audit Report - Usability and Branding.json,2025-10-22T15:51:18.226413Z,66582,2025-10-04T18:11:51.336782
329c32c0-d3b2-4736-836d-d7bf4f143ae1,Feature Specification Predictive AI Workflow Trigger,Product - R&D,Database/Product - R&D/Feature Specification Predictive AI Workflow Trigger.pdf,processed_docs/Product - R&D/Feature Specification Predictive AI Workflow Trigger.txt,processed_docs/Product - R&D/Feature Specification Predictive AI Workflow Trigger.json,2025-10-22T15:51:18.234421Z,62374,2025-10-04T18:04:18.207853
fe55dbe3-4dfd-433d-8d7b-e34cc351a649,Innovation Pipeline Document Idea to Deployment (v1.1),Product - R&D,Database/Product - R&D/Innovation Pipeline Document Idea to Deployment (v1.1).pdf,processed_docs/Product - R&D/Innovation Pipeline Document Idea to Deployment (v1.1).txt,processed_docs/Product - R&D/Innovation Pipeline Document Idea to Deployment (v1.1).json,2025-10-22T15:51:18.242383Z,60813,2025-10-04T18:08:29.907021
63fa7648-6563-4362-9e5e-247853a83209,Internal Product Feedback Submission Form (PF-001),Product - R&D,Database/Product - R&D/Internal Product Feedback Submission Form (PF-001).pdf,processed_docs/Product - R&D/Internal Product Feedback Submission Form (PF-001).txt,processed_docs/Product - R&D/Internal Product Feedback Submission Form (PF-001).json,2025-10-22T15:51:18.250420Z,69187,2025-10-04T18:07:17.885941
e988baa8-3694-4745-ae71-a3283b540095,Low-Code Platform Vision Document (Internal),Product - R&D,Database/Product - R&D/Low-Code Platform Vision Document (Internal).pdf,processed_docs/Product - R&D/Low-Code Platform Vision Document (Internal).txt,processed_docs/Product - R&D/Low-Code Platform Vision Document (Internal).json,2025-10-22T15:51:18.258385Z,57157,2025-10-04T18:15:12.154142
c32031b1-b53a-41f1-9a06-79d0331c6dc1,NexaCore Product Roadmap Summary (Q4 2025 - Q1 2026),Product - R&D,Database/Product - R&D/NexaCore Product Roadmap Summary (Q4 2025 - Q1 2026).pdf,processed_docs/Product - R&D/NexaCore Product Roadmap Summary (Q4 2025 - Q1 2026).txt,processed_docs/Product - R&D/NexaCore Product Roadmap Summary (Q4 2025 - Q1 2026).json,2025-10-22T15:51:18.266421Z,60937,2025-10-04T18:04:51.575012
3f2588bf-73b7-4e91-a06b-2109e9a004aa,Product OKR Planning Document (Q4 2025),Product - R&D,Database/Product - R&D/Product OKR Planning Document (Q4 2025).pdf,processed_docs/Product - R&D/Product OKR Planning Document (Q4 2025).txt,processed_docs/Product - R&D/Product OKR Planning Document (Q4 2025).json,2025-10-22T15:51:18.274384Z,62414,2025-10-04T18:09:16.156818
16a807bf-f0b7-4fab-82b1-c11911f7d5b6,Product Requirements Document (PRD) - NexaCore Solutions,Product - R&D,Database/Product - R&D/Product Requirements Document (PRD) - NexaCore Solutions.pdf,processed_docs/Product - R&D/Product Requirements Document (PRD) - NexaCore Solutions.txt,processed_docs/Product - R&D/Product Requirements Document (PRD) - NexaCore Solutions.json,2025-10-22T15:51:18.283423Z,69921,2025-10-04T17:52:43.786829
19f41c4a-e02d-4ed2-831c-823feba79a79,Prototype Evaluation Report (PE-001) - AI Model,Product - R&D,Database/Product - R&D/Prototype Evaluation Report (PE-001) - AI Model.pdf,processed_docs/Product - R&D/Prototype Evaluation Report (PE-001) - AI Model.txt,processed_docs/Product - R&D/Prototype Evaluation Report (PE-001) - AI Model.json,2025-10-22T15:51:18.291427Z,62074,2025-10-04T18:08:57.922582
cab6afda-f921-48e9-835a-aae452a45df9,Quarterly Product Strategy Review - Presentation Outline (Q4 2025),Product - R&D,Database/Product - R&D/Quarterly Product Strategy Review - Presentation Outline (Q4 2025).pdf,processed_docs/Product - R&D/Quarterly Product Strategy Review - Presentation Outline (Q4 2025).txt,processed_docs/Product - R&D/Quarterly Product Strategy Review - Presentation Outline (Q4 2025).json,2025-10-22T15:51:18.298420Z,60402,2025-10-04T18:12:49.890335
c378a5cb-8cd5-428e-a414-10e860e669f8,R&D Budget Proposal (FY2026) - Project Allocation,Product - R&D,Database/Product - R&D/R&D Budget Proposal (FY2026) - Project Allocation.pdf,processed_docs/Product - R&D/R&D Budget Proposal (FY2026) - Project Allocation.txt,processed_docs/Product - R&D/R&D Budget Proposal (FY2026) - Project Allocation.json,2025-10-22T15:51:18.308430Z,77152,2025-10-04T18:07:52.818824
65bc8322-b68a-4924-b366-173c3838e338,Release Management Process (Standard Feature),Product - R&D,Database/Product - R&D/Release Management Process (Standard Feature).pdf,processed_docs/Product - R&D/Release Management Process (Standard Feature).txt,processed_docs/Product - R&D/Release Management Process (Standard Feature).json,2025-10-22T15:51:18.316426Z,60488,2025-10-04T18:06:03.272516
a5aba804-d3de-4b36-b1a2-e32f4a44c462,Software Development Lifecycle (SDLC) Overview,Product - R&D,Database/Product - R&D/Software Development Lifecycle (SDLC) Overview.pdf,processed_docs/Product - R&D/Software Development Lifecycle (SDLC) Overview.txt,processed_docs/Product - R&D/Software Development Lifecycle (SDLC) Overview.json,2025-10-22T15:51:18.324423Z,57097,2025-10-04T18:10:58.649989
478a0caa-9524-44c9-b75f-79a4b25f1486,Technical Debt (TD) Prioritization Framework (The Quadrant),Product - R&D,Database/Product - R&D/Technical Debt (TD) Prioritization Framework (The Quadrant).pdf,processed_docs/Product - R&D/Technical Debt (TD) Prioritization Framework (The Quadrant).txt,processed_docs/Product - R&D/Technical Debt (TD) Prioritization Framework (The Quadrant).json,2025-10-22T15:51:18.332426Z,70428,2025-10-04T18:09:49.566950
937e73a3-56bd-460f-ac21-be692221abd2,User Journey Map Enterprise Client Onboarding (Initial Setup),Product - R&D,Database/Product - R&D/User Journey Map Enterprise Client Onboarding (Initial Setup).pdf,processed_docs/Product - R&D/User Journey Map Enterprise Client Onboarding (Initial Setup).txt,processed_docs/Product - R&D/User Journey Map Enterprise Client Onboarding (Initial Setup).json,2025-10-22T15:51:18.341384Z,64500,2025-10-04T18:05:18.921036
dfcbab67-77db-4a3e-8139-b96d4bca939e,User Journey Mapping AI Workflow Editor (Textual),Product - R&D,Database/Product - R&D/User Journey Mapping AI Workflow Editor (Textual).pdf,processed_docs/Product - R&D/User Journey Mapping AI Workflow Editor (Textual).txt,processed_docs/Product - R&D/User Journey Mapping AI Workflow Editor (Textual).json,2025-10-22T15:51:18.349388Z,63610,2025-10-04T18:12:23.895211
3fec775d-af92-4b7a-8cb7-09ac12f10455,User Story Mapping Enterprise Onboarding - Technical Flow,Product - R&D,Database/Product - R&D/User Story Mapping Enterprise Onboarding - Technical Flow.pdf,processed_docs/Product - R&D/User Story Mapping Enterprise Onboarding - Technical Flow.txt,processed_docs/Product - R&D/User Story Mapping Enterprise Onboarding - Technical Flow.json,2025-10-22T15:51:18.357389Z,50994,2025-10-04T18:14:16.508446
5a6fd206-803f-42bb-b060-34ec93b759be,UX Research Report Post-Launch Usability Study - Workflow Editor v2.1,Product - R&D,Database/Product - R&D/UX Research Report Post-Launch Usability Study - Workflow Editor v2.1.pdf,processed_docs/Product - R&D/UX Research Report Post-Launch Usability Study - Workflow Editor v2.1.txt,processed_docs/Product - R&D/UX Research Report Post-Launch Usability Study - Workflow Editor v2.1.json,2025-10-22T15:51:18.365423Z,65393,2025-10-04T18:06:55.346241
d4506810-5efb-4f61-93ca-8ca54ad7aa36,Client Post-Mortem and Loss Review Form,Sales,Database/Sales/Client Post-Mortem and Loss Review Form.pdf,processed_docs/Sales/Client Post-Mortem and Loss Review Form.txt,processed_docs/Sales/Client Post-Mortem and Loss Review Form.json,2025-10-22T15:51:18.374634Z,55304,2025-10-04T17:23:41.359646
17b33a33-1008-4ca5-b57a-05348aa73e08,Client Proposal Template [Client Name] - AI Workflow Transformation,Sales,Database/Sales/Client Proposal Template [Client Name] - AI Workflow Transformation.pdf,processed_docs/Sales/Client Proposal Template [Client Name] - AI Workflow Transformation.txt,processed_docs/Sales/Client Proposal Template [Client Name] - AI Workflow Transformation.json,2025-10-22T15:51:18.384613Z,67880,2025-10-04T17:07:33.493257
445a3b2a-2aa0-4de9-84ab-3a0690cae093,Competitive Analysis Report Template,Sales,Database/Sales/Competitive Analysis Report Template.pdf,processed_docs/Sales/Competitive Analysis Report Template.txt,processed_docs/Sales/Competitive Analysis Report Template.json,2025-10-22T15:51:18.393617Z,75487,2025-10-04T17:11:10.157313
7bd50fdc-abaa-4102-b81c-9ded01b5b79e,CRM Usage and Pipeline Hygiene Guide,Sales,Database/Sales/CRM Usage and Pipeline Hygiene Guide.pdf,processed_docs/Sales/CRM Usage and Pipeline Hygiene Guide.txt,processed_docs/Sales/CRM Usage and Pipeline Hygiene Guide.json,2025-10-22T15:51:18.402612Z,66081,2025-10-04T17:08:51.988194
461f8136-3b0c-4e1c-9ad3-25d154ec5e0b,Discount and Deal Approval Form,Sales,Database/Sales/Discount and Deal Approval Form.pdf,processed_docs/Sales/Discount and Deal Approval Form.txt,processed_docs/Sales/Discount and Deal Approval Form.json,2025-10-22T15:51:18.410611Z,55112,2025-10-04T17:12:44.184145
df8d0a3b-af74-418c-b15e-2712bc69f316,Discovery Call Framework (The 'Automation Audit'),Sales,Database/Sales/Discovery Call Framework (The 'Automation Audit').pdf,processed_docs/Sales/Discovery Call Framework (The 'Automation Audit').txt,processed_docs/Sales/Discovery Call Framework (The 'Automation Audit').json,2025-10-22T15:51:18.419614Z,63597,2025-10-04T17:13:28.179047
